name,id,date,text,polarity,retweet,fav,Animesh 
BarackObama,7.94E+17,03-11-2016 17:22,"b""RT @POTUS: It happened: @Cubs win World Series. That's change even this South Sider can believe in. Want to come to the White House before\xe2\x80\xa6""",4,72983,0,0
,,,,,,,
BarackObama,7.94E+17,02-11-2016 18:22,"b""Tens of millions of Americans have benefited from #Obamacare. Make sure you're one of them. #GetCovered https://t.co/e1KoXcPtpU""",4,2238,11724,4
,,,,,,,
BarackObama,7.94E+17,02-11-2016 15:13,"b'Thanks to #Obamacare, quality health care is available to everyone. The marketplace is now open\xe2\x80\x94make sure you and y\xe2\x80\xa6 https://t.co/89gl6pzMGD'",4,3268,14642,4
,,,,,,,
BarackObama,7.94E+17,02-11-2016 00:15,b'RT @lacasablanca: La t\xc3\xadpica Latina tarda 22 meses en ganar lo que un hombre blanco gana en 12 meses. Tenemos que cerrar la brecha salarial.\xe2\x80\xa6',0,1779,0,0
,,,,,,,
BarackObama,7.94E+17,01-11-2016 22:26,"b'RT @WhiteHouse: On #LatinaEqualPay Day, we mark the work that remains to ensure that all Americans receive equal pay for equal work. https:\xe2\x80\xa6'",0,2462,0,0
,,,,,,,
BarackObama,7.94E+17,01-11-2016 20:17,b'Community organizing never goes out of style. Shop now: https://t.co/LXEbQdKLLT https://t.co/E56ofoU36i',0,1000,6210,0
,,,,,,,
BarackObama,7.94E+17,01-11-2016 17:55,"b'With #Obamacare, people can focus on treatment for pre-existing conditions without the fear of coverage being cappe\xe2\x80\xa6 https://t.co/jvdFY87XBu'",0,2335,10399,0
,,,,,,,
BarackObama,7.93E+17,01-11-2016 15:54,"b""The Obamacare marketplace is now open. If you're uninsured, now is the time to shop for a plan and #GetCovered.\xe2\x80\xa6 https://t.co/Spjlga4eTT""",0,1111,5536,0
,,,,,,,
BarackObama,7.93E+17,31-10-2016 22:17,b'RT @FLOTUS: Open enrollment starts tomorrow! Check out your options at https://t.co/dg57hwz5of and share your #GetCovered story. https://t.\xe2\x80\xa6',0,3415,0,0
,,,,,,,
BarackObama,7.93E+17,31-10-2016 22:09,b'Lions and Tiggers and bears! Oh my! #HappyHalloween https://t.co/iU4fjBhi0Y',0,6918,33379,4
,,,,,,,
BarackObama,7.93E+17,31-10-2016 20:12,b'Usted y su familia merecen la tranquilidad de saber que est\xc3\xa1n cubiertos. El mercado de seguros abre ma\xc3\xb1ana. https://t.co/9iRCkLRGZD',0,1033,5258,0
,,,,,,,
BarackObama,7.93E+17,31-10-2016 18:08,"b'Speak up in support of quality, affordable health care for all. https://t.co/rGsSguMxvj'",0,1004,4999,-4
,,,,,,,
BarackObama,7.93E+17,31-10-2016 17:00,"b""There's nothing to be scared of when searching for health insurance. Three in four people can #GetCovered for less\xe2\x80\xa6 https://t.co/BUmnRO9B3E""",-4,1796,7462,-4
,,,,,,,
BarackObama,7.93E+17,31-10-2016 15:33,b'Open enrollment begins tomorrow\xe2\x80\x94make sure you and your loved ones #GetCovered. https://t.co/2aak7Bt0s3',4,1052,4781,4
,,,,,,,
BarackObama,7.93E+17,30-10-2016 22:21,"b""RT @OFA: Witch plan is best for you? Thanks to Obamacare, even pre-existing conditions can't stop you from comparing your options. #GetCove\xe2\x80\xa6""",4,632,0,4
,,,,,,,
BarackObama,7.92E+17,28-10-2016 16:50,"b""Senate leaders' obstruction of our Supreme Court nomination process is unacceptable. Say so: https://t.co/t3pYMO8Fp0 #DoYourJob""",0,1399,5480,0
,,,,,,,
BarackObama,7.92E+17,28-10-2016 15:07,"b""Senate leaders should put the common good above politics\xe2\x80\x94the integrity of our nation's highest court depends on it.\xe2\x80\xa6 https://t.co/iRVCEl1pzf""",4,3748,13041,0
,,,,,,,
BarackObama,7.92E+17,27-10-2016 22:17,"b""Don't ghost on your health and well-being\xe2\x80\x94your chance to #GetCovered is coming up. Open enrollment starts November\xe2\x80\xa6 https://t.co/qwNLazuPiz""",0,1289,6130,4
,,,,,,,
BarackObama,7.92E+17,27-10-2016 21:31,b'Climate change is happening now. Denial is dangerous. https://t.co/0Nlf8Fst4u',-4,4398,10528,0
,,,,,,,
BarackObama,7.92E+17,27-10-2016 20:24,"b""If you're willing to work hard and play by the rules, you should be able to get ahead. https://t.co/394hdJttgO""",4,2053,8453,4
,,,,,,,
BarackObama,7.92E+17,27-10-2016 18:55,b'President Obama lays out just a few of the ways in which #Obamacare has helped millions of Americans. https://t.co/qeqHRLz0ID',-4,1873,7613,-4
,,,,,,,
BarackObama,7.92E+17,27-10-2016 17:04,b'New report: Renewable energy installations are beating fossil fuel installations for the first time. https://t.co/MMhIdu4jzt #ActOnClimate',4,1620,4887,4
,,,,,,,
BarackObama,7.92E+17,27-10-2016 15:27,b'Obamacare has helped millions of Americans gain the peace of mind that comes with coverage. Show your support: https://t.co/NfrG7DHL5C',0,1098,4932,0
,,,,,,,
BarackObama,7.91E+17,26-10-2016 19:32,"b'This is what happens when we focus on building an economy that works for everyone, not just those at the top. https://t.co/op3Z74rPeI'",4,2168,7030,4
,,,,,,,
BarackObama,7.91E+17,26-10-2016 17:33,"b""No one's too wrapped up in pre-existing conditions to #GetCovered. \nThanks to Obamacare, you can find a plan that m\xe2\x80\xa6 https://t.co/C7H9TZdxeU""",4,1522,7290,4
,,,,,,,
BarackObama,7.91E+17,26-10-2016 16:26,"b""Help protect the progress we've made in helping millions of Americans get covered. Add your name now: https://t.co/HQSZKPl1eH""",0,812,3757,4
,,,,,,,
BarackObama,7.91E+17,26-10-2016 15:01,b'DYK: Most people can find a plan for less than $75 per month. Open enrollment starts on November 1. #GetCovered https://t.co/9RGG5Pr4mb',4,1035,3975,4
,,,,,,,
BarackObama,7.91E+17,25-10-2016 19:55,"b'Women, the sick, survivors\xe2\x80\x94they all deserve fair treatment in our health care system. #Obamacare https://t.co/G948HN7pzV'",-4,2299,9530,4
,,,,,,,
BarackObama,7.91E+17,25-10-2016 18:01,"b""Don't get tripped up by misinformation. Join the @OFA Truth Team today: https://t.co/wJZj1QCxXm https://t.co/vwwDgFHq6A""",0,877,3324,0
,,,,,,,
BarackObama,7.91E+17,25-10-2016 16:24,"b'RT @SecBurwell: Most people shopping on @HealthCareGov will again find plans with premiums of less than $75/month, thanks to financial assi\xe2\x80\xa6'",4,470,0,4
,,,,,,,
BarackObama,7.91E+17,25-10-2016 15:25,"b""Be proud of the progress we've made together\xe2\x80\x94wear the mark of this movement. https://t.co/fYf2O9WAwG https://t.co/1Z4yJmYh4E""",4,1004,4974,4
,,,,,,,
BarackObama,7.91E+17,24-10-2016 21:32,b'Strong policies that help working families get ahead are good for our economy. https://t.co/QRRhibjZCl',4,1817,6976,4
,,,,,,,
BarackObama,7.91E+17,24-10-2016 20:11,b'The four-week average of jobless claims fell to the lowest level since 1973\xe2\x80\x94a sign of a healthy labor market. https://t.co/Lv7DnRM2DY',4,1406,4614,0
,,,,,,,
HillaryClinton,9.67E+17,22-02-2018 22:02,b'Women\xe2\x80\x99s rights are human rights. That was a radical idea back in 1995. It shouldn\xe2\x80\x99t still be two decades later.\nhttps://t.co/BYZR7nI8Qh',0,15454,47240,0
,,,,,,,
HillaryClinton,9.66E+17,21-02-2018 23:29,"b'Parkland students, you have shown so much courage in standing up for truth, for your right to attend school safely,\xe2\x80\xa6 https://t.co/Afrp5drp5T'",4,26907,124307,4
,,,,,,,
HillaryClinton,9.66E+17,21-02-2018 18:29,b'Another terrific organization Onward Together is working with to make change! https://t.co/EXMHLwBsXa',0,2477,12701,0
,,,,,,,
HillaryClinton,9.66E+17,19-02-2018 15:42,b'Want to hear the real story of the @ClintonFdn? Read this: https://t.co/30urSAvhnm',4,7148,27283,0
,,,,,,,
HillaryClinton,9.65E+17,17-02-2018 22:27,b'RT @JoshuaChavers: Here\xe2\x80\x99s the speech from Marjory Stoneman Douglas High School\xc2\xa0student Emma Gonzalez at an anti-gun rally happening today i\xe2\x80\xa6',4,60010,0,4
,,,,,,,
HillaryClinton,9.65E+17,16-02-2018 19:25,"b'Mass shootings are not inevitable. The majority of Americans support common sense gun reform. Though we feel angry,\xe2\x80\xa6 https://t.co/ALsnIBH0PH'",-4,14663,53035,-4
,,,,,,,
HillaryClinton,9.65E+17,16-02-2018 19:25,"b'And to this young woman. Every day that we refuse to act, we are failing them. \nhttps://t.co/IfkkP76DbX'",4,6030,30464,0
,,,,,,,
HillaryClinton,9.65E+17,16-02-2018 19:25,b'We owe it to this young man who lost classmates: \nhttps://t.co/unKn0eK0i2',4,3469,13702,4
,,,,,,,
HillaryClinton,9.65E+17,16-02-2018 19:25,"b'Now is the time to listen to the students, teachers, and parents demanding that we end this carnage once and for al\xe2\x80\xa6 https://t.co/weVVak12t2'",0,5276,19705,0
,,,,,,,
HillaryClinton,9.65E+17,16-02-2018 19:25,"b'This week we lost 17 Americans in Parkland - the deadliest school shooting since Sandy Hook in 2012. Since then, 43\xe2\x80\xa6 https://t.co/nACvErE6jW'",0,17259,66866,0
,,,,,,,
HillaryClinton,9.64E+17,16-02-2018 03:08,b'RT @GregHale1: 41 years ago @HillaryClinton helped found @AACF to help children and families have the resources and opportunities to live b\xe2\x80\xa6',4,1639,0,4
,,,,,,,
HillaryClinton,9.64E+17,15-02-2018 03:58,"b""RT @GiffordsCourage: Read @GabbyGiffords' statement about today's school shooting in Parkland, Florida: https://t.co/78PglvHbTO""",0,1401,0,0
,,,,,,,
HillaryClinton,9.63E+17,11-02-2018 15:31,b'Love this! https://t.co/8wMSuoQa34',4,4976,28756,4
,,,,,,,
HillaryClinton,9.61E+17,07-02-2018 18:53,b'Tune in today at 2:30pm ET/11:30am PT! https://t.co/rnrRfjlsAI',0,1557,9705,0
,,,,,,,
HillaryClinton,9.61E+17,06-02-2018 19:37,b'A new book is out today that picks up where I left off in What Happened in explaining \xe2\x80\x9cThose Damn Emails.\xe2\x80\x9d Terrific\xe2\x80\xa6 https://t.co/gWO6S0OXuO',4,5330,22974,4
,,,,,,,
HillaryClinton,9.61E+17,05-02-2018 23:30,"b'25 years ago, @billclinton signed the Family and Medical Leave Act, which remains a success all these years later.\xe2\x80\xa6 https://t.co/hYGHBixDNB'",4,8137,39296,4
,,,,,,,
HillaryClinton,9.61E+17,05-02-2018 21:53,b'Looking forward to being a part of #MAKERSConference2018 and talking about how we can all raise our voices.  Watch\xe2\x80\xa6 https://t.co/ep1R2ldDHU',0,2368,9613,0
,,,,,,,
HillaryClinton,9.61E+17,05-02-2018 16:04,b'Tune in! https://t.co/8OP5wp7gwa',0,2036,11647,0
,,,,,,,
HillaryClinton,9.59E+17,02-02-2018 04:42,b'@PhilippeReines @RWPUSA @ErinBurnett @CNN \xf0\x9f\x99\x8f',0,342,1636,0
,,,,,,,
HillaryClinton,9.59E+17,31-01-2018 04:35,"b'I wrote a Facebook post about a decision I made 10 years ago, what\xe2\x80\x99s changed, &amp; on an issue you didn\xe2\x80\x99t hear a singl\xe2\x80\xa6 https://t.co/g26PP5U8qJ'",0,10392,51971,0
,,,,,,,
HillaryClinton,9.57E+17,27-01-2018 03:21,b'I called her today to tell her how proud I am of her and to make sure she knows what all women should: we deserve to be heard.',4,3705,32374,4
,,,,,,,
HillaryClinton,9.57E+17,27-01-2018 03:21,"b'A story appeared today about something that happened in 2008. I was dismayed when it occurred, but was heartened th\xe2\x80\xa6 https://t.co/opzKyXCYR7'",0,5824,41851,0
,,,,,,,
HillaryClinton,9.57E+17,26-01-2018 20:31,"b'Thank you, @CecileRichards, for your tireless advocacy on behalf of women and girls, and for your grace under press\xe2\x80\xa6 https://t.co/fsvHCeqD92'",0,10223,57952,0
,,,,,,,
HillaryClinton,9.57E+17,25-01-2018 20:23,"b'For those of you who don\xe2\x80\x99t know @aminatou, she\xe2\x80\x99s a supremely talented young woman with a terrific podcast,\xe2\x80\xa6 https://t.co/vhTSaNOroT'",4,4518,28466,4
,,,,,,,
HillaryClinton,9.55E+17,20-01-2018 23:44,"b'In 2017, the Women\xe2\x80\x99s March was a beacon of hope and defiance. In 2018, it is a testament to the power and resilienc\xe2\x80\xa6 https://t.co/i7O6nwg3Qh'",0,56480,247075,0
,,,,,,,
HillaryClinton,9.54E+17,19-01-2018 21:52,"b'RT @civilrights_MS: Reps. John Lewis, Bennie Thompson to Attend Grand Celebration of Mississippi Civil Rights Museum https://t.co/t4cnfVXixy'",4,730,0,4
,,,,,,,
HillaryClinton,9.54E+17,19-01-2018 19:08,b'I\xe2\x80\x99m so heartened by all of you. Onward! https://t.co/vkRj7M3kBS',0,22925,129419,4
,,,,,,,
HillaryClinton,9.53E+17,15-01-2018 20:48,b'These words from Dr. King also come to mind today: https://t.co/0qFK3RxBAF',0,23409,85830,0
,,,,,,,
HillaryClinton,9.53E+17,15-01-2018 17:38,"b'Beautifully said, @BerniceKing. An important message today and every day. https://t.co/eYJAGc6i2b'",4,8980,44577,0
,,,,,,,
HillaryClinton,9.52E+17,12-01-2018 19:14,"b'The anniversary of the devastating earthquake 8 years ago is a day to remember the tragedy, honor the resilient peo\xe2\x80\xa6 https://t.co/58mOD3wtR8'",-4,59165,249930,-4
,,,,,,,
HillaryClinton,9.52E+17,12-01-2018 03:07,b'@NancyEMcFadden Nancy has a record of beating the odds - from DC to CA - where she helped Gov Brown do a fantastic\xe2\x80\xa6 https://t.co/itsUB8QgbS',4,201,763,4
,,,,,,,
HillaryClinton,9.52E+17,12-01-2018 03:06,"b'RT @BillKristol: Two weeks ago a 26-year old soldier raced repeatedly into a burning Bronx apartment building, saving four people before he\xe2\x80\xa6'",4,194627,0,4
,,,,,,,
HillaryClinton,9.51E+17,09-01-2018 21:51,"b""RT @melvillehouse: Today, the amazing @SusanBordo's THE DESTRUCTION OF HILLARY CLINTON is out in paperback! We're celebrating with this exc\xe2\x80\xa6""",4,1042,0,0
,,,,,,,
HillaryClinton,9.48E+17,02-01-2018 17:27,b'Families across America had to start 2018 worried that their kids wouldn\xe2\x80\x99t have health care. Failing to act now sho\xe2\x80\xa6 https://t.co/t08bih6PPb',0,8523,29767,4
,,,,,,,
HillaryClinton,9.48E+17,02-01-2018 17:26,b'Time to bring CHIP to the Senate floor as promised. This alleged extension until March doesn\xe2\x80\x99t cut it as states fre\xe2\x80\xa6 https://t.co/vCiOaewaNL',-4,14626,45481,-4
,,,,,,,
HillaryClinton,9.47E+17,31-12-2017 03:49,"b'The Iranian people, especially the young, are protesting for the freedom and future they deserve. I hope their gove\xe2\x80\xa6 https://t.co/lEf6RfM7qj'",4,20408,115398,0
,,,,,,,
HillaryClinton,9.46E+17,28-12-2017 18:29,b'RT @tribelaw: Retweet if you agree it\xe2\x80\x99s totally crazy to suggest that the FBI \xe2\x80\x94 having helped sink Hillary\xe2\x80\x99s campaign by revealing that she\xe2\x80\xa6',-4,45683,0,-4
,,,,,,,
HillaryClinton,9.45E+17,24-12-2017 03:07,b'RT @Jorge_Silva: Must read:  Former Clinton deputies: How Rex Tillerson can right the State Department. #statedepartment  https://t.co/G2mx\xe2\x80\xa6',4,944,0,0
,,,,,,,
HillaryClinton,9.44E+17,22-12-2017 18:53,b'Thank you to everyone who has donated to Onward Together in our first year -- we\xe2\x80\x99re only able to support these grea\xe2\x80\xa6 https://t.co/ntArAtXI7Z',4,3069,15077,4
,,,,,,,
HillaryClinton,9.44E+17,22-12-2017 18:52,"b'Along with @IndivisibleTeam, @ColorOfChange, @EmergeAmerica, @swingleft, and @runforsomething, I know these groups\xe2\x80\xa6 https://t.co/Uay6VOKdUZ'",0,2430,11626,0
,,,,,,,
HillaryClinton,9.44E+17,22-12-2017 18:50,"b'And with the help of @collectivepac, 23 African-American candidates have been elected to local, state, and federal\xe2\x80\xa6 https://t.co/eycWtjE0xt'",0,1594,6033,0
,,,,,,,
HillaryClinton,9.44E+17,22-12-2017 18:50,b'More than 400 students and leaders met last month at the @votolatino Power Summit to share resources and tools for national advocacy.',4,1187,4962,4
,,,,,,,
HillaryClinton,9.44E+17,22-12-2017 18:49,b'The team at @latinovictoryus is working to elect more Latino candidates at every level of government.',4,1344,5402,4
,,,,,,,
HillaryClinton,9.44E+17,22-12-2017 18:47,"b'At @alliance4youth, young people are using local organizing to address economic inequality, attacks on voting rights, and more.'",4,1298,5152,4
,,,,,,,
HillaryClinton,9.44E+17,22-12-2017 18:46,"b""450 brand-new civic leaders and activists attended the very first @ArenaSummit -- and they're on track to train 5,0\xe2\x80\xa6 https://t.co/s4ZJAcnGRH""",4,1435,5705,4
,,,,,,,
HillaryClinton,9.44E+17,22-12-2017 18:45,b'The organizers at @iVoteFund worked with partners on the ground to get automatic voter registration on the ballot in Nevada.',0,1790,7174,0
,,,,,,,
HillaryClinton,9.44E+17,22-12-2017 18:44,b'Onward Together is ending 2017 by supporting six more incredible organizations fighting to protect voting rights an\xe2\x80\xa6 https://t.co/mE17T8Mffd',4,11519,51551,4
,,,,,,,
HillaryClinton,9.44E+17,20-12-2017 23:39,b'RT @NickMerrill: What Happened by @HillaryClinton was named a best book of the year by:\n\xe2\x9c\x94\xef\xb8\x8f The New York Times\n\xe2\x9c\x94\xef\xb8\x8f The Washington Post\n\xe2\x9c\x94\xef\xb8\x8f NPR\xe2\x80\xa6',4,4085,0,4
,,,,,,,
HillaryClinton,9.44E+17,20-12-2017 19:51,b'Something productive to do with your outrage today: https://t.co/XEUb0xLsSl',0,17790,51840,0
,,,,,,,
HillaryClinton,9.43E+17,20-12-2017 02:14,"b'I guest-edited this month\xe2\x80\x99s issue of @TeenVogue. It was a wonderful experience, with lots of terrific contributions\xe2\x80\xa6 https://t.co/6VQUojh1rj'",4,6945,42314,4
,,,,,,,
HillaryClinton,9.43E+17,19-12-2017 22:57,b'A little girl power in Pasadena...\nhttps://t.co/nqNAMl16yS https://t.co/jdWhdXHL4Y',-4,1372,10466,0
,,,,,,,
HillaryClinton,9.42E+17,16-12-2017 18:47,"b'Some photos from the book tour. I met so many incredible people, including some little heros, &amp; the occasional supe\xe2\x80\xa6 https://t.co/4mHrVcDoPM'",4,3251,25871,4
,,,,,,,
HillaryClinton,9.42E+17,16-12-2017 02:52,b'Returning home after the final week of the book tour for 2017.  This was the last copy of What Happened I signed at\xe2\x80\xa6 https://t.co/UOJUYESAqc',0,4329,38145,0
,,,,,,,
HillaryClinton,9.42E+17,15-12-2017 21:46,"b'Thank you to the @lapromisefund &amp; @msjwilly for a terrific discussion, a wonderful group of young people, &amp; a truly\xe2\x80\xa6 https://t.co/QK39ERYvmz'",4,1897,10091,4
,,,,,,,
HillaryClinton,9.42E+17,15-12-2017 17:46,b'Today is the final day to sign up for 2018 health coverage. Go to https://t.co/3Ll40zSLQe and get covered! https://t.co/PiNnum27J0',0,8319,17570,0
,,,,,,,
HillaryClinton,9.41E+17,14-12-2017 19:33,"b'@ELaffGarb @DHochsprung @ELaffGarb, thinking of you, @nelba_MG, and all the Sandy Hook families this week. Thank you for your courage.'",0,507,1908,0
,,,,,,,
HillaryClinton,9.41E+17,13-12-2017 05:16,b'Yes!\nElections matter. https://t.co/xU8dpew1Cn',0,12746,85388,0
,,,,,,,
HillaryClinton,9.41E+17,13-12-2017 03:32,"b""Tonight, Alabama voters elected a senator who'll make them proud. \n\nAnd if Democrats can win in Alabama, we can --\xe2\x80\xa6 https://t.co/m18Cuh5Iuc""",4,85431,454651,0
,,,,,,,
HillaryClinton,9.41E+17,13-12-2017 01:13,b'Mayor Ed Lee\xe2\x80\x99s death is a terrible loss for the people of San Francisco. He was a good friend &amp; a vocal advocate fo\xe2\x80\xa6 https://t.co/5AsOrwby8h',-4,4881,43663,-4
,,,,,,,
HillaryClinton,9.39E+17,09-12-2017 00:32,"b""If you don't live in an area that could be affected, read this to see how you can help those who do:\nhttps://t.co/QTJROuLU1k""",4,3012,9594,0
,,,,,,,
HillaryClinton,9.39E+17,09-12-2017 00:31,"b'Thinking about all affected &amp; those who could be affected by the California wildfires. If you live near a fire, mak\xe2\x80\xa6 https://t.co/zL8LOj8AZs'",4,4791,21395,0
,,,,,,,
HillaryClinton,9.39E+17,07-12-2017 19:16,"b'I\xe2\x80\x99m going to keep tweeting about this, and speaking out every chance I get, until it is fixed.'",4,5046,29718,0
,,,,,,,
HillaryClinton,9.39E+17,07-12-2017 19:16,"b'So in these surreal times, let\xe2\x80\x99s rally together &amp; take action.  Call your House and Senate members at 202-224-3121\xe2\x80\xa6 https://t.co/RH5jtm8aD5'",4,8675,26542,0
,,,,,,,
HillaryClinton,9.39E+17,07-12-2017 19:15,"b'How is it that in the middle of dividing up $1.5 trillion dollars between corporations &amp; the ultra-wealthy, Republi\xe2\x80\xa6 https://t.co/Fx33Gj2kbB'",0,8207,19507,-4
,,,,,,,
HillaryClinton,9.39E+17,07-12-2017 19:14,"b'It gets worse. During the campaign I warned that the Rs would come after social security, Medicare, &amp; Medicaid &amp; no\xe2\x80\xa6 https://t.co/pbvZdbx2Hj'",-4,9081,20190,-4
,,,,,,,
HillaryClinton,9.39E+17,07-12-2017 19:13,"b'Meanwhile, Senate Republicans rushed to pass so-called tax reform - a giveaway for those who least need it.'",-4,3785,12813,-4
,,,,,,,
HillaryClinton,9.39E+17,07-12-2017 19:12,"b""The Children's Health Insurance Program, which provides health care for 9 million kids &amp; has been reauthorized on a\xe2\x80\xa6 https://t.co/rHZxdfGLWA""",0,7017,17986,0
,,,,,,,
HillaryClinton,9.39E+17,07-12-2017 19:11,"b'There\xe2\x80\x99s a lot to be frustrated by right now, to say the least. Here\xe2\x80\x99s something that we should be able to fix.'",-4,9609,45542,0
,,,,,,,
HillaryClinton,9.38E+17,05-12-2017 15:17,"b'97 years of a passionate, independent spirit, &amp; a fierce commitment to Democratic values. Mary Louise Hancock will\xe2\x80\xa6 https://t.co/kTkAHUGlqY'",-4,2449,16166,4
,,,,,,,
HillaryClinton,9.37E+17,02-12-2017 20:40,b'Sometimes it\xe2\x80\x99s hard to know what to do after a loss. Not this time. \nThis tax bill is only going to get worse as pe\xe2\x80\xa6 https://t.co/a8Nzc6ay8j',-4,67847,226256,-4
,,,,,,,
HillaryClinton,9.36E+17,30-11-2017 23:08,b'Sign up before midnight TONIGHT! https://t.co/pWgTnNKzkp',0,1993,9994,0
,,,,,,,
HillaryClinton,9.36E+17,29-11-2017 00:43,"b""RT @swingleft: It's #GivingTuesday! With your donation of $25 or more to Swing Left, take your pick of one of our brand-new holiday cards\xe2\x80\x94p\xe2\x80\xa6""",4,417,0,0
,,,,,,,
HillaryClinton,9.36E+17,29-11-2017 00:43,b'RT @IndivisibleTeam: This is one of the exciting things about today! Your donations are matched 1:1 for #GivingTuesday so every and any kin\xe2\x80\xa6',4,411,0,0
,,,,,,,
HillaryClinton,9.36E+17,29-11-2017 00:42,"b""RT @votingwhileblk: Support ColorOfChangePAC's work to engage Black voters in down-ballot races this #GivingTuesday \xf0\x9f\x91\x89\xf0\x9f\x8f\xbe https://t.co/KRMsDIb\xe2\x80\xa6""",-4,433,0,0
,,,,,,,
HillaryClinton,9.36E+17,29-11-2017 00:42,"b""RT @runforsomething: On Nov. 7, @runforsomething candidates added 31 seats to the progressive bench -- and we're just getting started! Toda\xe2\x80\xa6""",0,500,0,0
,,,,,,,
HillaryClinton,9.36E+17,29-11-2017 00:41,"b'RT @EmergeAmerica: It\xe2\x80\x99s clear that the answer is to elect more women. On #GivingTuesday, join our cause to recruit and train more Democrati\xe2\x80\xa6'",4,519,0,0
,,,,,,,
HillaryClinton,9.33E+17,22-11-2017 21:39,"b'You go girl! This is important; costs will go up, &amp; powerful companies will get more powerful. We can\xe2\x80\x99t let it slip\xe2\x80\xa6 https://t.co/Zkzskxv6vO'",4,14865,53772,-4
,,,,,,,
HillaryClinton,9.33E+17,21-11-2017 22:57,"b'And on top of that, you can\xe2\x80\x99t beat a little book signing wardrobe fun.\n\nhttps://t.co/K8VldCmTC6 https://t.co/9q9sTlpL3I'",4,3263,20470,4
,,,,,,,
HillaryClinton,9.33E+17,21-11-2017 22:52,"b'And being out on the book tour it has been wonderful to hear from so many people about their activism, their courag\xe2\x80\xa6 https://t.co/PtjFm5Srh5'",4,2701,17517,4
,,,,,,,
HillaryClinton,9.33E+17,21-11-2017 22:51,b'Wow. I wasn\xe2\x80\x99t sure how letting my guard down would go...but it\xe2\x80\x99s been cathartic &amp; rewarding. I loved writing this b\xe2\x80\xa6 https://t.co/XAzGg4yEJn',4,5764,38253,4
,,,,,,,
HillaryClinton,9.33E+17,20-11-2017 23:04,b'It\xe2\x80\x99s been almost 2 months since Congress let the program that provides health care for 9 million children expire. C\xe2\x80\xa6 https://t.co/nyta5LjMwg',0,22419,52229,0
,,,,,,,
HillaryClinton,9.32E+17,18-11-2017 22:30,"b""RT @BillClinton: Tonight, @HillaryClinton and I will join our friend @JamesCarville for a look back at the '92 campaign\xe2\x80\x9425 years later!\xe2\x80\x94and\xe2\x80\xa6""",0,3138,0,0
,,,,,,,
HillaryClinton,9.31E+17,16-11-2017 23:35,"b'RT @swingleft: The House just passed a massive tax cut for the wealthy, and Republicans want to pay for it by taking apart Obamacare. \n\nLet\xe2\x80\xa6'",4,2571,0,0
,,,,,,,
HillaryClinton,9.31E+17,16-11-2017 22:45,b'It\xe2\x80\x99s true! I want to join your book club to talk about What Happened &amp; what\xe2\x80\x99s happening...sign up! https://t.co/hmWiCrBgsq',4,2991,17315,4
,,,,,,,
HillaryClinton,9.31E+17,16-11-2017 22:45,"b'@BenSPLATT @DearEvanHansen Two friends on a perfect day. Sincerely, me.'",4,2915,24823,0
,,,,,,,
HillaryClinton,9.31E+17,16-11-2017 14:31,b'Good. https://t.co/IqanY3F28F',4,15704,84436,4
,,,,,,,
HillaryClinton,9.31E+17,14-11-2017 20:57,"b""Being your candidate was the honor of a lifetime. Now it's your turn to #runforsomething: https://t.co/ODzNQEossm""",0,9045,44769,0
,,,,,,,
HillaryClinton,9.31E+17,14-11-2017 19:34,b'Looking forward to a great discussion with my friend Dorothy and to a great day @UVA! Tune in:\xe2\x80\xa6 https://t.co/YjpqUr2RNz',4,1106,6634,4
,,,,,,,
HillaryClinton,9.30E+17,13-11-2017 14:36,"b'Join me live this morning at 9:45am for an important discussion about child &amp; adolescent mental health, focused on\xe2\x80\xa6 https://t.co/XpYL3VTBrP'",4,2803,14986,4
,,,,,,,
HillaryClinton,9.30E+17,13-11-2017 00:02,"b'Proud of you, Becca! \nhttps://t.co/xAY3yzdf7f https://t.co/lEo1f5eYDq'",4,2515,14565,4
,,,,,,,
HillaryClinton,9.30E+17,12-11-2017 16:35,b'It was a thrill to work on this project with @ElaineWelteroth.  I\xe2\x80\x99m really proud of the result. I hope you enjoy it. https://t.co/MILM8WdvOg',4,6632,37192,4
,,,,,,,
HillaryClinton,9.29E+17,11-11-2017 22:45,"b'Thanks to everyone at @GWRodham for a great discussion last week, and for advocating for stronger communities with\xe2\x80\xa6 https://t.co/zV45scWbZF'",4,2142,14220,4
,,,,,,,
HillaryClinton,9.29E+17,11-11-2017 17:35,"b""Thank you to all who have worn our country's uniform, and the families who serve with them. Happy Veterans Day.""",4,13699,94623,4
,,,,,,,
HillaryClinton,9.29E+17,11-11-2017 16:30,"b""Everyone deserves affordable health insurance. Head over to https://t.co/LTQmZQt3jJ and shop for a plan that's righ\xe2\x80\xa6 https://t.co/jvQFYVZ4D9""",0,7712,19528,0
,,,,,,,
HillaryClinton,9.29E+17,11-11-2017 00:37,"b'Grateful to you and your determined husband. Like I say in my book, I would have worked so hard to help, &amp; had spec\xe2\x80\xa6 https://t.co/ZyKaJuilFi'",-4,6917,48532,0
,,,,,,,
HillaryClinton,9.29E+17,10-11-2017 23:29,b'I\xe2\x80\x99ve thought a lot about the church massacre last Sunday. What can anyone say equal to the horror &amp; grief? \n\nWe sho\xe2\x80\xa6 https://t.co/e6ihg7dhaO',-4,12753,50568,-4
,,,,,,,
